row_type,id,type,source,target
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Improving performance and retention in computer science courses using a virtual game show
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Visual Design Problem-based Learning in a Virtual Environment Improves Computational Thinking and Programming Knowledge
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Modeling functional requirements using tacit knowledge: a design science research methodology informed approach
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Java resources for computer science instruction
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",IDEALvr Word Cloud: IDEAL data visualization using virtual reality
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",3D Interaction for Computer Science Educational VR Game
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Imikode
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking","Teaching recursion through games, songs, stories, directories and hacking"
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Using Game-Based Virtual Reality with Haptics for Skill Acquisition
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Development of fire safety behavioral skills via virtual reality
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking","DigComp 2.1: The Digital competence framework for citizens with eight proficiency levels and examples of use, EUR 28558 EN, Publications office of the european union"
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Design science research – a powerful tool for improving methods in engineering education research
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Assessment of student competency for personalised online learning using objective distance
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Developing a hands‐on activity using virtual reality to help students learn by doing
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Research on Head-Mounted Virtual Reality and Computational Thinking Experiments to Improve the Learning Effect of AIoT Maker Course: Case of Earthquake Relief Scenes
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",A case study of immersive virtual field trips in an elementary classroom: Students’ learning experience and teacher-student interaction behaviors
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Design Experiments in Educational Research
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Perceived stress in a probability sample of the United States
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Exploring Issues About Computational Thinking in Higher Education
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",What are the learning affordances of 3‐D virtual environments?
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Undergraduate Students’ Failure in Programming Courses in Institutions of Higher Education in Developing Countries: A Nigerian Perspective
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Computational Thinking Interventions in Higher Education
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Participatory Design for Learning
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Computational Literacy and “The Big Picture” Concerning Computers in Mathematics Education
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Design Science Research: Evaluation in the Lens of Big Data Analytics
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Learning C# by Developing games with unity 2019: Code in C# and build 3D games with unity
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Perspectives from Students: How to Tame the Chaos and Harness the Power of Technology for Learning
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Immersive Virtual Reality for Learning Experiences
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Design Science Research in Information Systems
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Kahoot! Using a game-based approach to blended learning to support effective learning environments and student engagement in traditional lecture theatres
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Applying design science research methodology in the development of virtual reality forest management services
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",An adaptive educational computer game: Effects on students' knowledge and learning attitude in computational thinking
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",From Gaming to Computational Thinking: An Adaptive Educational Computer Game-Based Learning Approach
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Computational thinking
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",A formative assessment-based mobile learning approach to improving the learning attitudes and achievements of students
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Modeling and measuring high school students' computational thinking practices in science
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Generalized River Crossing Problems
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking","A Virtual Tomb for Kelvingrove: Virtual Reality, Archaeology and Education"
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",An Introduction to Design Science
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Evaluating the Use of 360 Degree Video in Education
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",2. The Ethical Treatment of Human Subjects and the Institutional Review Board Process
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Multi-user virtual environments as a pathway to distributed social networks in the classroom
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Teaching Data Structures Using Competitive Games
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Mobile apps for reflection in learning: A design research in <scp>K</scp>‐12 education
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Experiential learning: Past and present
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Beyond the Lab
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Exploring the Effects of Immersive Virtual Reality on Learning Outcomes: A Two-Path Model
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Computational Thinking in Secondary Education: Where does it fit? A systematic literary review
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Setting Up and Conducting the Co-design of an Intergenerational Digital Game: A State-of-the-Art Literature Review
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Computational Thinking in K-9 Education
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Introducing computer programming in secondary schools: A case study of NAMTOSS
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",An exploratory survey of design science research amongst South African computing scholars
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Comparison of students' perception of problem‐based learning and traditional teaching method in a Nigerian dental school
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",The CodeEazee Tool Support for Computational Thinking in Python
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",The CodeEazee Tool Support for Computational Thinking in Python
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Design and development of a mobile learning system for computer science education in Nigerian higher education context (Doctoral dissertation
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Impact of Puzzle-Based Learning Technique for Programming Education in Nigeria Context
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking","Design, development, and evaluation of a mobile learning application for computing education"
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",University EAP Students' Perceptions of Using a Prototype Virtual Reality Learning Environment to Learn Writing Structure
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking","Mindstorms: Children, computers, and powerful ideas"
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",What's the big idea? Toward a pedagogy of idea power
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Programming moves: Design and evaluation of applying embodied interaction in virtual environments to enhance computational thinking in middle school students
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking","A systematic review of immersive virtual reality applications for higher education: Design elements, lessons learned, and research agenda"
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Crossing Rivers Problem Solution with Breadth-First Search Approach
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",What Is Design Thinking and Why Is It Important?
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Unity -Game Architectures -Part 1
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",An interactive tutorial system for Java
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Serious Games
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",A framework for the development and improvement of computational thinking for high school learners using a programming language and learner management system
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",VR‐OCKS: A virtual reality game for learning the basic concepts of programming
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Learn&Play: Co-Designing a Game-Based Learning Scenario for Engineering Mechanics
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",What do you think?
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Virtual reality learning environment for enhancing electronics engineering laboratory experience
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Usability and Learning Effectiveness of Game-Themed Instructional (GTI) Module for Teaching Stacks and Queues
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Action research in education
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",A Strategy of Learning Computational Thinking through Game Based in Virtual Reality: Systematic Review and Conceptual Framework
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Analyzing Student Performance in Programming Education Using Classification Techniques
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Design Science Research Strengthened: Integrating Co-creation and Co-design
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",The long quest for computational thinking
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Changing aims of computing education: A historical survey
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Smart Learning Environment for Enhancing Digital Literacy of Thai Youth: A Case Study of Ethnic Minority Group
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Design science research in construction management: multi-disciplinary collaboration on the SightPlan system
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Cognitive Correlates of Computational Thinking
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Naturalising Problem Solving
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",The DSR grid: Six core dimensions for effectively planning and communicating design science research projects
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Assessment of Computational Thinking
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Computational thinking and thinking about computing
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Computational Thinking Test for Beginners: Design and Content Validation
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Investigating high school students’ perceptions and presences under VR learning environment
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Using a game-like module to reinforce student understanding of recursion
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Design and Implementation of 3D Education Platform for Humanoid Robot Based on Unity3D
edge,,,"Design, development, and evaluation of a virtual reality game-based application to support computational thinking",Affordances of Virtual Reality for Collaborative Learning
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,A User Interface (UI) and User eXperience (UX) evaluation framework for cyberlearning environments in computer science and software engineering education
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,The roles of mathematics in computer science
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Design-Based Research: Putting a Stake in the Ground
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,GUEST Editorial: Using the BSCS 5E Instructional Model to Introduce STEM Disciplines
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,2012 AERA Annual Meeting and Exhibition
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,The BSCS 5E Instructional Model: Creating Teachable Moments
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,"The worked example effect, the generation effect, and element interactivity."
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,USER EXPERIENCE (UX) DESIGN CONCEPTS FOR MOBILE APP DEVELOPMENT COURSES
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Pre-service early childhood teachers’ views on STEM education and their STEM teaching practices
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,The Interplay Between Mathematical and Computational Thinking in Primary School Students’ Mathematical Problem-Solving Within a Programming Environment
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Teaching STEM effectively with the learning cycle approach. K-12 STEM Education
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Mathematics Teachers’ Pedagogical Content Knowledge Involving the Relationships between Perimeter and Area
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Integrating computational thinking into primary mathematics: A case study of fraction lessons with Scratch programming activities
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,"Effects of geogebra-enhanced scratch computational thinking instruction on fifth-grade students' motivation, anxiety, cognitive load"
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Students Want to Create Apps
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,A field study of a video supported seamlesslearning-setting with elementary learners
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Toward a 5E-Based Flipped Classroom Model for Teaching Computational Thinking in Elementary School: Effects on Student Computational Thinking and Problem-Solving Performance
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Studies in ethnomethodology
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Computational Thinking in K–12
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Using a discourse-intensive pedagogy and android's app inventor for introducing computational concepts to middle school students
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Arduino-assisted robotics coding applications integrated into the 5E learning model in science teaching
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,"Mathematics Curriculum Framework for Early Childhood Education Based on Science, Technology, Engineering and Mathematics (STEM)"
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Effects of Teachers’ Mathematical Knowledge for Teaching on Student Achievement
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Key Aspects of Communities of Practice That Enable Primary Maths Teacher Learning
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Misconceptions about the relationship between perimeter and area
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,The difficulty of “length×width”: Is a square the unit of measurement?
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,A framework of curriculum design for computational thinking development in K-12 education
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,"A study of primary school students' interest, collaboration attitude, and programming empowerment in computational thinking education"
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Integration of problem-based learning in elementary computer science education: effects on computational thinking and attitudes
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,A self-regulated flipped classroom approach to improving students’ learning performance in a mathematics course
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Exploring STEM Pedagogy in the Mathematics Classroom: a Tool-Based Experiment Lesson on Estimation
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,An Introduction to Conversation Analysis
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Problem Solving in Mathematics Education
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Engaging youth in computational thinking practices through designing place-based mobile games about local issues
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,A literature review on the empirical studies of the integration of mathematics and computational thinking
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Fostering geometrical measurement skills to enhance geometrical measurement performance in primary schools
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Examining primary students’ mathematical problem-solving in a programming context: towards computationally enhanced mathematics education
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Young Children's Intuitive Understanding of Rectangular Area Measurement
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,"Children, computers, and powerful ideas"
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Analysis of Students' Critical Thinking Skills in terms of Gender Using Science Teaching Materials Based on The 5E Learning Cycle Integrated with Local Wisdom
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,5E approach of constructivist on achievement in mathematics at upper primary level
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Educational Design Research
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Improving Students’ Achievement on Computational Thinking Skills Via Mobile Application Development Module
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,The assessment of mobile computational thinking
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Demystifying computational thinking
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Building and Understanding Multiplicative Relationships: A Study of Prospective Elementary Teachers
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Justification in the mathematics classroom: A study of prospective elementary teachers
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Teaching Computational Thinking Using Mathematics Gamification in Computer Science Game Tournaments
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Design-based research and technology-enhanced learning environments
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Integrating Computational Thinking in STEM Education: A Literature Review
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Exploring the characteristics of an optimal design of non-programming plugged learning for developing primary school students’ computational thinking in mathematics
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Defining Computational Thinking for Mathematics and Science Classrooms
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Learning The Concept of Area and Perimeter by Exploring Their Relation
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,Computational thinking
edge,,,Design mobile computational thinking-integrated mathematics lessons based on the 5E instructional model for primary students,A systematic review of learning computational thinking through Scratch in K-9
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Computation and Computational Thinking
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Using Hyperspectral Imaging to Quantify Phototrophic Biofilms on Granite
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,From Scratch to “Real” Programming
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Computer Science Education in French Secondary Schools
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Assessing Student Performance in a Computational-Thinking Based Science Learning Environment
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Computer science in New Zealand high schools. Paper presented at the 12th Australasian Conference on Computing Education
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Computer science in NZ high schools
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,A Case Study of the Introduction of Computer Science in NZ Schools
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Teacher Feedback on Delivering Computational Thinking in Primary School
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,ANEXO II.
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Improving the Computational Thinking Pedagogical Capabilities of School Teachers
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Reading for Slow Learners
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,New frameworks for studying and assessing the development of computational thinking
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Bringing computer science back into schools
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Restart
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Statistical Power Analysis for the Behavioural Sciences
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Makey Makey
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Status of Computer Science Education in Secondary Schools: One State's Perspective
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,What do the Teachers Think?
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Debuggems to assess student learning in e-textiles (abstract only)
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Teaching Computational Thinking with Electronic Textiles: Modeling Iterative Practices and Supporting Personal Projects in Exploring Computer Science
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Exploring the computational thinking effects in pre-university education
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Robotics to develop computational thinking in early Childhood Education
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,The benefits of playing video games.
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Robotics and engineering for middle and high school students to develop computational thinking
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Computational Thinking in K–12
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Assessing Algorithmic and Computational Thinking in K-12: Lessons from a Middle School Classroom
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Schooling for change: Reinventing education for early adolescents
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,A plea for modesty
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Camino hacia la excelencia
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Computer Science Education in Secondary Schools -- The Introduction of a New Compulsory Subject
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,"Programación, robótica y pensamiento computacional en el aula"
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,What is Technological Pedagogical Content Knowledge (TPACK)?
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Towards the Automatic Recognition of Computational Thinking for Adaptive Visual Language Learning
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Playing in the Arcade: Designing Tangible Interfaces with MaKey MaKey for Scratch Games
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,The Jeliot 2000 program animation system
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Communicating computational concepts and practices within high school students’ portfolios of making electronic textiles
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Review on teaching and learning of computational thinking through programming: What is next for K-12?
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Curriculum Studies
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,"Invent To Learn: Making, Tinkering and Engineering in the Classroom"
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Dr. Scratch
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Dr. Scratch: Análisis Automático de Proyectos Scratch para Evaluar y Fomentar el Pensamiento Computacional
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Report of a Workshop on the Scope and Nature of Computational Thinking National Research Council
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,A Methodology Proposal Based on Metaphors to Teach Programming to Children
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Can computational thinking be improved by using a methodology based on metaphors and scratch to teach computer programming to children?
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Child's Conception Of Geometry
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Lifelong Kindergarten
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Synergies and differences in mathematical and computational thinking: implications for integrated instruction
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Which cognitive abilities underlie computational thinking? Criterion validity of the Computational Thinking Test
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Visual programming languages integrated across the curriculum in elementary school: A two year case study using “Scratch” in five schools
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Assessment design patterns for computational thinking practices in exploring computer science
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Fostering computational thinking in technology and engineering education: an unplugged hands-on engineering design approach
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Informática y teorías del aprendizaje. Píxel-Bit
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Report of the Spanish Computing Scientific Society on Computing Education in Pre-University Stages
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,The Investment Bank of Ireland Ltd
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Defining Computational Thinking for Mathematics and Science Classrooms
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Comparing Block-Based and Text-Based Programming in High School Computer Science Classrooms
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,The fairy performance assessment
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Computational thinking
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Computational thinking and thinking about computing
edge,,,Developing and Assessing Computational Thinking in Secondary Education using a TPACK Guided Scratch Visual Execution Environment,Computational thinking
