source,target,weight
A_Bebras_Computational_Thinking_ABC-Thinking_program_for_primary_school_Evaluation_using_the_compete.pdf,"Applying Game Learning Analytics to a Voluntary Video Game: Intrinsic Motivation, Persistence, and Rewards in Learning to Program at an Early Age",1
A_Bebras_Computational_Thinking_ABC-Thinking_program_for_primary_school_Evaluation_using_the_compete.pdf,Computational Thinking Test for Beginners: Design and Content Validation,1
A_Bebras_Computational_Thinking_ABC-Thinking_program_for_primary_school_Evaluation_using_the_compete.pdf,Pensamiento computacional desenchufado,1
A_Bebras_Computational_Thinking_ABC-Thinking_program_for_primary_school_Evaluation_using_the_compete.pdf,Jurisdictional immunity of foreign States with regard to claims relating to infringements of obligations under peremptory norms,1
A_Case_Study_on_How_Children_Develop_Computational_Thinking_Collaboratively_with_Robotics_Toys.pdf,"Developing Computational Thinking in the Early Years Foundation Stage (EYFS), KS1 and KS2",1
A_Case_Study_on_How_Children_Develop_Computational_Thinking_Collaboratively_with_Robotics_Toys.pdf,Coding as a playground: Promoting positive learning experiences in childhood classrooms,1
A_Case_Study_on_How_Children_Develop_Computational_Thinking_Collaboratively_with_Robotics_Toys.pdf,Developing young children's computational thinking with educsational robotics: An interaction effect between gender and scaffolding strategy,1
A_Case_Study_on_How_Children_Develop_Computational_Thinking_Collaboratively_with_Robotics_Toys.pdf,Creating a Preschool Computational-Thinking Learning Blueprint to Guide the Development of Learning Resources for Young Children,1
A_Case_Study_on_How_Children_Develop_Computational_Thinking_Collaboratively_with_Robotics_Toys.pdf,Robotics and Programming Concepts in Early Childhood Education: A Conceptual Framework for Designing Educational Scenarios,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,Bringing computational thinking to K-12,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,Aprendizagem Colaborativa com Suporte Computacional,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,The costs and benefits of pair programming,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,Designing Groupwork: Strategies for the Heterogeneous Classroom,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,CSTA Standards for Computer Science Teachers,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,Computational Thinking: Leadership Toolkit,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,A cooperative learning strategy to com putational thinking development,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,Applying Agile Software Engineering to Develop Computational Thinking in Children,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,Desenvolvimento do pensamento computa cional por meio da colaboração: Uma revisão sistemática da literatura,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,"Walle, Georges van de",1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,Elementary and Middle School Mathematics: Teaching Developmentally,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,Aprender a Resolver Problemas e Resolver Problemas para Aprender,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,Designing Integrative Scripts,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,Coding as a social and tangible activity,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,Collaborative Learning Enhances Critical Thinking,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,Do it this way! Metacognitive strategies in collaborative mathematical problem solving,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,Socially mediated metacognition: creating collaborative zones of proximal development in small group problem solving,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,Learning agile software engineering practices using coding dojo,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,Why cooperative learning is important,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,Churn in Social Networks,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,Polar pollution: protecting Antarctic marine ecosystems from microplastics,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,Intersection Features for Android Botnet Classification,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,Exploring the dynamics of collaboration in interorganizational settings,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,Pengembangan Media Scratch-MIT Dalam Kurikulum Merdeka Untuk Pemahaman Vegetatif-Generatif Di SDN 3 Taruman (Scratch-MIT-Vege-Gen),1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,Educational Resources Information Center (ERIC) Abstracts,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,"Mindstorms: Children, Computers and Powerful Ideas",1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,Chapter 5 Agile and SCRUM software project management,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,Rubric for assessing Scratch projects-draft. ScratchEd,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,Collaborative Leadership: developing effective partnerships for communities and schools,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,Student social graphs,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,Coding Dojo: An Environment for Learning and Sharing Agile Practices,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,Quality in High Gastronomy Restaurants in São Paulo-SP: Proposal for Evaluation Model Based on Michelin Guide,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,Aprendizagem colaborativa: Teoria e prática,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,Social Network Analysis: Methods and Applications,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,Avaliação do comportamento do consumidor brasileiro frente à nova rotulagem nutricional em produtos alimentícios,1
A_Collaborative_Learning_Framework_for_Computational_Thinking_Development_through_Game_Programming.pdf,Power System Expansion Planning Incorporating Renewable Energy Technologies with Reliability Consideration: A State of Art Literature,1
A_Cross-Sectional_Study_Investigating_Primary_School_Childrens_Coding_Practices_and_Computational_Th.pdf,Problems in learning and teaching programming-A literature study for developing visualizations in the Codewitz-Minerva project,1
A_Cross-Sectional_Study_Investigating_Primary_School_Childrens_Coding_Practices_and_Computational_Th.pdf,A Systematic Literature Review on relationships between Computational Thinking and Mathematics,1
A_Cross-Sectional_Study_Investigating_Primary_School_Childrens_Coding_Practices_and_Computational_Th.pdf,Mental Models in Conditional Reasoning and Working Memory,1
A_Cross-Sectional_Study_Investigating_Primary_School_Childrens_Coding_Practices_and_Computational_Th.pdf,"Attitude, gender and achievement in computer programming",1
A_Cross-Sectional_Study_Investigating_Primary_School_Childrens_Coding_Practices_and_Computational_Th.pdf,An investigation of the artifacts and process of constructing computers games about environmental science in a fifth grade classroom,1
A_Cross-Sectional_Study_Investigating_Primary_School_Childrens_Coding_Practices_and_Computational_Th.pdf,Designing Digital Experiences for Positive Youth DevelopmentFrom Playpen to Playground,1
A_Cross-Sectional_Study_Investigating_Primary_School_Childrens_Coding_Practices_and_Computational_Th.pdf,Coding as a Playground,1
A_Cross-Sectional_Study_Investigating_Primary_School_Childrens_Coding_Practices_and_Computational_Th.pdf,Coding and Computational Thinking in Early Childhood: The Impact of ScratchJr in Europe,1
A_Cross-Sectional_Study_Investigating_Primary_School_Childrens_Coding_Practices_and_Computational_Th.pdf,Coding as another language: a pedagogical approach for teaching computer science in early childhood,1
A_Cross-Sectional_Study_Investigating_Primary_School_Childrens_Coding_Practices_and_Computational_Th.pdf,The official ScratchJr book,1
A_Cross-Sectional_Study_Investigating_Primary_School_Childrens_Coding_Practices_and_Computational_Th.pdf,Axiological aspects of some models of euphimisation in Bulgarian language and traditional Bulgarian culture,1
A_Cross-Sectional_Study_Investigating_Primary_School_Childrens_Coding_Practices_and_Computational_Th.pdf,Changing a generation's way of thinking: Teaching computational thinking through programming,1
A_Cross-Sectional_Study_Investigating_Primary_School_Childrens_Coding_Practices_and_Computational_Th.pdf,A Cross-Sectional Study of Students' Learning Progression in Algebra,1
A_Cross-Sectional_Study_Investigating_Primary_School_Childrens_Coding_Practices_and_Computational_Th.pdf,"Exploring students' computational practice, design and performance of problem-solving through a visual programming environment",1
A_Cross-Sectional_Study_Investigating_Primary_School_Childrens_Coding_Practices_and_Computational_Th.pdf,Using ScratchJr to Foster Young Children’s Computational Thinking Competence: A Case Study in a Third-Grade Computer Class,1
A_Cross-Sectional_Study_Investigating_Primary_School_Childrens_Coding_Practices_and_Computational_Th.pdf,The building blocks of coding: a comparison of early childhood coding toys,1
A_Cross-Sectional_Study_Investigating_Primary_School_Childrens_Coding_Practices_and_Computational_Th.pdf,The future of educational computing research: The case of computer programming,1
A_Cross-Sectional_Study_Investigating_Primary_School_Childrens_Coding_Practices_and_Computational_Th.pdf,Designing and conducting mixed methods research,1
A_Cross-Sectional_Study_Investigating_Primary_School_Childrens_Coding_Practices_and_Computational_Th.pdf,Cross-sectional design. The SAGE encyclopedia of communication research methods,1
A_Cross-Sectional_Study_Investigating_Primary_School_Childrens_Coding_Practices_and_Computational_Th.pdf,A systematic mapping study on assessing computational thinking abilities,1
A_Cross-Sectional_Study_Investigating_Primary_School_Childrens_Coding_Practices_and_Computational_Th.pdf,A learning progression for deepening students' understanding of modern genetics across the 5th-12th grades,1
A_Cross-Sectional_Study_Investigating_Primary_School_Childrens_Coding_Practices_and_Computational_Th.pdf,Design and development of an instructional program for teaching programming process to gifted students,1
